"","idade","genero","estado","cor","eb","es","ies","anocurso","curso","mediag","turno","formato","opcaouni","opçãocurso","a1","a2","a3","a4","a5","a6","a7","a8","a9","a10","a11","a12","a13","a14","a15","a16","a17","a18","a19","a20","a21","a22","a23","a24","a25","a26","a27","a28","a29","a30","a31","a32","a33","a34","a35","a36","a37","a38","a39","a40","ce1","ce2","ce3","ce4","ce5","ce6","ce7","ce8","ce9","ce10","ce11","ce12","ce13","ce14","ce15","ce16","ce17","ce18","re1","re2","re3","re4","re5","re6","re7","re8","re9","re10","re11","re12","re13","re14","re15","re16","re17","re18","re19","re20","re21","re22","re23","re24","rv1","rv2","rv3","rv4","rv5","rv6","rv7","rv8","rv9","rv10","rv11","rv12","p1","p2","p3","p4","p5","p6","p7","p8","p9","p10","p11","p12","p13","p14","p15","p16","p17","p18","p19","p20","p21","p22","p23","p24","p25","p26","p27","p28","p29","p30","p31","p32","p33","p34","p35","p36","p37","p38","p39","p40","p41","p42","p43","p44","ib1","ib2","ib3","ib4","ib5","ib6","ib7","ib8","ib9","ib10","ib11","ib12","ib13","ib14","ib15","ib16","ib17","ib18","qaes_projcar","qaes_adptsoc","qaes_apesemo","qaes_adptest","qaes_adptins","qaes_totalsc","tce","rv","tre_efi","tre_ine","extrover","neurotic","conscien","abertura","amabilid","nse"
"92",20,"Feminino",1,"Branco",2,"UFPE",1,2,"Psicologia",9.6,1,1,1,1,2,5,5,3,3,5,5,3,1,4,3,5,4,1,5,4,5,3,3,3,3,3,5,3,5,4,5,3,2,5,1,5,5,3,5,2,3,4,4,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,5,5,1,3,5,2,1,3,1,5,5,3,1,1,3,3,5,3,2,5,3,5,1,1,1,1,1,1,1,1,1,1,0,0,3,2,2,3,2,4,1,5,3,2,3,4,4,4,5,3,4,5,3,4,5,3,4,2,3,4,5,1,5,1,3,3,1,1,1,2,3,3,3,5,3,4,2,4,1,2,2,2,2,2,1,3,2,2,2,2,2,4,4,4,4,10,4.375,4.5,2.5,4,3,3.875,18,10,7,4,3,1.66666666666667,3,2.88888888888889,5,4
"93",20,"Feminino",1,"Branco",1,"Centro Universitário Estácio do Recife",2,1,"Fisioterapia",9,3,1,2,1,5,5,3,5,4,1,2,1,4,3,3,4,4,5,4,4,4,2,5,3,1,1,1,5,3,3,3,1,4,4,4,3,3,5,4,3,3,3,5,5,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,2,1,4,3,1,5,2,1,4,5,1,5,5,3,1,3,4,3,2,5,2,5,1,5,1,0,1,0,1,1,1,0,0,0,1,1,2,5,4,3,4,3,3,5,3,5,3,4,2,1,4,4,5,5,5,4,1,5,1,1,5,3,5,5,3,4,5,3,4,5,4,5,3,5,5,1,5,5,5,2,1,2,2,1,2,2,1,3,1,2,2,2,2,3,3,3,7,10,3.75,3.125,4.75,2.25,3,2.675,15,7,4,4,2.5,5,1.66666666666667,3.22222222222222,4.66666666666667,3
"94",29,"Feminino",10,"Preto",2,"Estácio de Sá",2,2,"Gestão de Recursos humanos",8.9,3,3,2,2,5,5,3,3,4,3,2,2,2,4,4,3,3,4,4,4,3,2,4,3,5,3,3,2,4,2,2,2,3,2,2,1,3,4,3,5,5,4,2,3,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,1,5,4,1,4,4,2,2,3,1,5,4,4,1,2,4,1,4,3,1,4,1,5,1,1,1,1,1,1,1,1,1,1,1,0,3,4,2,3,3,3,4,5,5,2,4,4,4,4,5,5,2,5,3,5,5,2,5,3,4,3,5,3,3,2,5,3,5,3,2,4,3,2,3,5,3,4,3,2,1,2,1,1,1,2,1,3,2,1,2,2,2,3,4,3,4,1,3.375,3,3,2.75,3.75,3.175,17,11,4,5,2.5,2.16666666666667,3.5,3.55555555555556,5,2
"95",19,"Feminino",1,"Preto",2,"UFPE",1,3,"psicologia",9.3,1,1,1,1,2,5,5,1,1,5,5,5,2,5,5,5,3,1,5,5,5,5,4,5,2,5,5,3,5,2,5,5,1,5,2,5,5,1,5,3,5,3,2,5,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,5,5,1,1,3,1,2,2,1,5,5,5,1,1,5,1,5,3,1,2,3,5,1,1,1,1,1,1,1,1,1,1,0,1,5,4,3,4,2,3,3,5,4,3,4,3,4,2,5,5,1,4,1,5,2,2,2,5,3,4,5,5,3,2,5,4,3,4,4,3,2,1,5,4,3,1,1,3,2,2,2,2,2,2,1,3,1,2,2,2,2,4,4,3,2,1,4.5,5,1.875,4.5,3.25,4.275,16,11,7,8,3.125,3.66666666666667,4.33333333333333,3.88888888888889,4.66666666666667,5
"96",22,"Feminino",4,"Branco",2,"UFPB",1,4,"Direito",8.15,1,1,1,1,3,4,4,5,5,3,4,2,5,4,5,5,5,5,4,3,2,1,5,3,5,1,2,4,5,1,4,1,4,5,2,5,4,5,4,5,3,3,5,5,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,5,5,1,3,5,1,5,3,1,5,5,1,2,1,5,4,5,5,1,5,4,5,1,1,1,1,1,1,0,1,1,1,1,1,2,1,3,1,2,5,3,5,1,3,1,3,5,3,5,5,1,5,5,5,1,5,3,2,3,3,5,1,4,1,5,1,5,5,5,5,5,5,5,4,5,3,4,1,2,2,1,1,1,2,1,3,1,1,2,2,1,4,4,3,2,8,4.375,3.5,4.75,2.75,3.375,3.05,16,11,8,6,2.875,4,2.33333333333333,3.11111111111111,5,2
"97",38,"Feminino",3,"Branco",1,"Unicesumar",2,2,"Serviço Social",9.7,3,3,1,1,5,4,5,3,4,5,2,5,4,5,5,2,5,4,5,5,2,3,4,5,5,3,4,3,5,5,2,4,4,5,4,1,4,4,5,5,4,5,5,5,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,5,5,1,3,5,1,1,1,1,5,5,1,1,1,4,3,2,5,1,4,1,5,1,1,0,1,1,1,0,1,1,1,1,0,5,2,3,3,5,5,2,5,4,3,5,1,4,3,5,2,3,5,1,5,3,3,3,2,2,4,5,2,4,1,4,3,5,3,2,3,5,1,4,4,5,1,4,3,1,2,2,2,1,2,2,3,1,1,2,2,2,4,4,3,4,1,4.875,2.5,3.875,4.375,4.875,3.75,16,9,6,9,4.625,3,4,3.44444444444444,5,3
"98",20,"Feminino",3,"Preto",2,"UECE",1,1,"Pedagogia",8,1,1,1,1,5,2,4,5,5,3,5,5,4,5,5,5,3,5,5,5,5,3,2,5,5,5,3,4,5,5,3,4,5,5,5,4,3,5,5,5,1,4,3,5,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,5,5,1,2,2,2,3,5,1,5,5,5,1,1,5,5,5,5,5,5,5,5,1,1,1,1,1,1,0,1,1,1,0,1,5,5,5,1,5,3,2,3,5,5,5,2,5,1,5,1,5,5,5,5,2,5,1,2,4,5,5,5,5,5,5,3,5,5,5,5,5,4,5,1,4,1,1,5,2,2,2,2,2,2,2,3,1,2,2,2,2,3,4,3,2,9,5,3.75,4.125,3.625,4.75,3.8,17,10,8,5,4.875,4.83333333333333,1.5,4.88888888888889,4.33333333333333,5
"99",60,"Masculino",1,"Branco",1,"Estácio",2,2,"Psicologia",6.2,1,4,1,1,4,5,4,1,5,4,4,3,1,5,4,4,5,1,5,5,4,3,3,3,3,4,3,1,5,3,5,3,5,5,3,3,4,3,5,3,5,5,3,5,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,5,5,1,1,5,1,5,1,5,5,5,5,1,1,5,1,5,5,1,5,1,5,1,1,1,1,1,1,1,1,1,0,1,1,5,1,5,5,5,5,1,5,5,1,5,1,5,2,5,4,4,5,4,5,3,4,2,1,5,5,5,4,4,1,5,5,5,4,5,3,5,3,5,5,4,1,2,4,1,1,2,1,1,2,1,3,2,2,2,2,2,2,3,3,5,1,4.75,4.25,2.25,3.75,3.625,4.025,15,11,10,8,4.5,3.16666666666667,3.16666666666667,4.77777777777778,5,3
"100",23,"Feminino",1,"Indígena",2,"Estácio de Sá",2,3,"Psicologia",8.34,3,2,1,1,5,4,4,5,5,3,4,4,5,5,5,4,5,5,5,4,4,4,5,4,1,5,4,5,5,4,4,4,4,5,5,3,4,5,5,5,4,5,5,5,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2,1,5,5,1,1,4,2,4,4,1,5,5,5,1,1,4,4,4,5,1,5,4,5,1,1,1,1,1,0,0,0,0,0,0,0,4,5,5,4,5,5,3,4,4,5,4,3,4,2,5,3,4,5,4,5,1,4,5,4,5,3,4,2,3,2,5,3,5,4,5,4,4,4,4,2,3,3,4,3,1,2,2,1,2,2,1,3,1,1,2,2,1,2,3,2,2,1,4.875,4,4.875,4.25,4,3.65,14,5,6,5,3.5,3.83333333333333,2.83333333333333,4,4.66666666666667,1
"101",50,"Masculino",1,"Branco",1,"Centro Universitário Estácio",2,5,"Psicologia",7,3,4,1,1,2,5,3,3,5,3,4,3,1,3,3,4,4,3,3,4,3,2,3,3,2,3,4,1,3,2,3,3,1,3,2,3,3,1,3,2,4,5,1,3,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,0,1,1,2,1,4,5,1,1,5,1,1,1,1,5,5,3,1,1,4,1,3,3,1,4,1,4,1,1,1,0,1,1,0,1,1,0,1,0,3,2,4,5,3,5,1,5,5,2,5,3,3,2,5,4,3,4,1,5,3,2,4,2,5,3,5,2,4,1,5,3,5,2,5,1,3,1,5,4,4,3,3,3,1,2,2,1,2,2,1,3,1,2,2,2,2,4,4,3,7,3,3.25,3.625,1.75,3.375,2.5,3.4,13,8,4,9,3,2.33333333333333,4.5,4.33333333333333,4.66666666666667,3
"102",37,"Feminino",1,"Indígena",2,"Estacio",2,6,"Psicologia",7.5,3,1,1,1,4,4,4,4,4,4,3,4,1,4,4,3,3,1,4,5,3,3,2,4,3,3,4,1,4,4,2,3,2,5,4,3,5,1,5,3,3,5,2,5,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,1,1,5,2,4,3,1,2,2,1,5,5,2,5,5,4,1,1,5,3,4,1,4,5,1,4,1,1,1,1,1,1,0,1,1,1,0,0,5,1,3,5,5,5,1,5,5,1,1,5,5,1,5,5,5,5,1,5,5,1,1,5,5,5,5,5,5,1,5,5,5,1,5,3,1,1,5,5,5,5,5,1,1,2,2,2,2,2,1,3,2,1,2,2,2,3,4,4,1,3,4.375,3,1.75,3.875,3.875,3.875,14,9,4,3,3,2.66666666666667,4.33333333333333,3.66666666666667,5,3
"103",22,"Feminino",1,"Branco",2,"Estácio",2,5,"Psicologia",8.79,3,2,2,1,3,5,4,5,5,4,5,4,4,4,3,5,4,5,5,4,3,1,3,4,2,3,2,4,5,4,5,2,5,5,3,5,4,3,5,3,3,1,5,5,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,5,4,2,3,4,1,1,1,1,5,4,3,1,2,4,3,5,3,2,4,3,5,1,1,1,1,1,1,1,1,0,1,1,0,3,3,1,4,1,2,3,3,2,2,2,4,3,4,4,2,3,4,5,4,3,3,4,5,1,3,2,1,2,1,1,4,2,2,2,2,3,1,1,5,4,2,2,2,1,2,1,2,2,2,1,3,1,2,2,2,2,2,4,3,1,1,4.75,4.25,4.25,2.75,3.25,3.35,14,10,4,7,2.75,2.16666666666667,3,2.11111111111111,3.66666666666667,4
"104",29,"Feminino",1,"Branco",1,"Estacio",2,4,"Psicologia",7.92,3,2,2,1,4,5,4,5,5,4,2,2,5,4,3,3,4,5,4,4,3,1,5,3,5,4,3,5,4,4,3,1,4,4,5,5,4,5,4,5,4,2,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,1,3,4,5,3,1,1,5,5,4,1,1,5,3,5,3,2,4,3,5,1,1,1,1,1,1,1,1,1,1,0,1,5,3,5,5,2,5,5,5,5,5,5,2,5,2,5,4,4,4,4,5,1,5,2,2,4,5,4,3,4,1,5,3,4,5,5,4,4,4,4,3,5,2,1,3,1,2,1,1,1,2,1,3,1,2,2,2,2,3,4,2,2,1,4.125,3.625,4.875,2.625,4.25,3.15,18,11,6,6,3.75,4.5,2.83333333333333,4.44444444444444,4.66666666666667,3
"105",19,"Masculino",11,"Branco",1,"UFMT",1,3,"Biomedicina",8.52,1,1,1,1,3,4,2,4,5,5,4,3,2,4,4,4,4,3,4,4,3,1,4,4,4,3,3,4,4,3,5,2,2,5,2,5,5,4,5,4,4,5,4,5,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,4,4,4,5,1,1,4,1,1,5,4,4,2,3,2,5,3,4,4,5,5,5,1,1,1,1,1,1,1,1,1,1,0,1,2,5,4,4,4,4,2,4,4,4,4,4,4,4,4,4,5,4,4,4,4,5,4,4,4,2,4,4,4,1,4,3,5,3,4,3,4,5,5,4,2,5,4,4,1,2,1,1,2,2,1,2,1,1,2,1,1,2,2,2,2,1,4.5,4,3.375,3.125,3.625,3.575,15,11,3,5,2.625,2.66666666666667,2.16666666666667,4,4,0
"106",20,"Feminino",6,"Pardo",2,"UNIFESP",1,3,"História",8.3,3,1,2,1,5,4,5,5,5,4,2,3,3,4,4,3,3,2,5,5,2,3,5,5,1,1,3,4,4,3,2,3,4,4,4,2,5,5,5,5,2,4,5,4,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,5,4,2,2,5,1,1,4,1,5,5,3,2,2,4,3,5,4,2,4,1,5,1,1,1,0,1,1,1,1,1,1,1,1,4,4,5,4,4,4,2,3,3,3,2,3,2,3,3,3,4,5,5,5,1,3,2,4,5,4,4,5,4,4,3,5,2,5,4,4,4,1,5,2,5,1,3,3,1,2,2,2,1,2,2,3,1,2,2,2,2,3,3,2,2,1,4.5,2.25,4.125,3.625,3.875,3.225,14,11,6,5,3.875,4,3.16666666666667,3.22222222222222,3.66666666666667,4
"107",37,"Feminino",1,"Indígena",2,"Estacio",2,6,"Psicologia",7.5,3,1,1,1,4,4,4,4,4,4,3,4,1,4,4,3,3,1,4,5,3,3,2,4,3,3,4,1,4,4,2,3,2,5,4,3,5,1,5,3,3,5,2,5,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,1,1,5,2,4,3,1,2,2,1,5,5,2,5,5,4,1,1,5,3,4,1,4,5,1,4,1,1,1,1,1,1,0,1,1,1,0,0,5,1,3,5,5,5,1,5,5,1,1,5,5,1,5,5,5,5,1,5,5,1,1,5,5,5,5,5,5,1,5,5,5,1,5,3,1,1,5,5,5,5,5,1,1,2,2,2,2,2,1,3,2,1,2,2,2,3,4,4,1,3,4.375,3,1.75,3.875,3.875,3.875,14,9,4,3,3,2.66666666666667,4.33333333333333,3.66666666666667,5,3
"108",21,"Feminino",1,"Branco",2,"Ufpe",1,4,"Psicologia",8.8,1,1,1,1,4,5,5,4,5,4,5,5,2,5,4,5,5,2,5,4,5,1,1,4,4,5,5,3,5,4,5,1,1,5,4,5,3,1,5,3,5,5,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,5,4,1,4,3,2,1,2,1,5,5,4,1,2,5,3,5,3,3,5,3,5,1,1,1,1,0,1,1,1,1,1,0,1,5,2,3,2,4,4,3,5,4,1,4,4,3,3,5,2,3,5,3,3,4,2,5,2,4,4,5,2,3,1,5,3,4,1,3,1,4,4,5,4,1,1,1,4,1,2,2,1,1,2,2,3,1,1,2,2,1,2,4,3,2,1,4.875,5,2,3.75,3.875,4.3,17,10,6,5,3.875,1.5,3,4,5,1
"109",20,"Feminino",2,"Indígena",1,"UFBA",1,2,"Letras",7.5,1,1,1,1,3,5,5,3,5,3,5,4,5,4,4,5,4,5,5,5,2,4,5,4,4,1,3,5,4,3,4,3,5,5,4,5,5,5,5,3,2,3,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,4,4,2,2,3,2,2,3,1,5,4,4,3,2,3,4,3,3,4,4,3,4,1,1,1,1,1,1,1,0,0,1,0,0,2,5,2,3,1,5,3,4,3,5,3,4,5,1,4,5,3,4,5,3,1,2,4,3,4,2,4,4,2,2,4,4,4,4,4,4,3,5,3,3,5,3,1,4,1,2,1,1,1,2,1,3,2,1,1,2,2,3,4,3,2,1,4.625,3.625,4.75,3.875,3.625,3.4,18,8,1,1,2,4.16666666666667,2.83333333333333,3.88888888888889,4,2
"110",19,"Feminino",1,"Branco",1,"Estácio",2,1,"Psicologia",9.47,1,2,2,1,3,4,3,3,5,4,3,3,5,5,4,3,4,5,5,5,3,3,5,3,2,3,3,5,5,2,3,3,5,4,3,3,4,5,4,3,5,3,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,5,5,1,2,4,2,2,1,1,5,5,5,1,1,5,2,5,3,1,5,2,5,1,1,1,1,1,0,1,1,1,0,0,1,5,3,4,4,2,3,1,5,5,2,5,3,5,4,5,5,3,5,3,3,2,3,3,3,5,4,5,1,3,1,3,3,5,5,5,2,3,3,5,5,5,3,3,2,1,2,2,1,1,2,1,3,2,1,2,2,1,2,3,2,4,1,4.5,3.375,4.75,3.25,3.25,3.125,17,9,8,7,3,3,3.16666666666667,4.44444444444444,5,1
"111",19,"Feminino",1,"Pardo",1,"Estacio de sá",2,1,"Psicologia",9,1,1,1,1,5,5,4,3,5,4,2,5,5,5,5,3,4,5,5,5,4,4,5,3,3,3,4,5,5,4,3,4,5,5,5,1,4,5,5,5,3,4,5,5,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,5,5,1,3,5,1,1,5,1,5,5,5,1,4,5,4,3,4,5,5,4,5,1,1,1,1,1,1,0,0,1,0,1,1,3,3,2,5,4,5,1,5,4,3,4,4,3,5,5,5,3,5,2,3,5,4,3,2,3,3,5,2,3,2,5,3,3,3,5,1,3,2,3,5,3,2,1,5,1,2,2,1,1,2,1,3,2,1,2,2,2,4,4,2,4,1,4.75,3,4.75,4.125,4.5,3.525,16,9,8,6,2.875,2,3.83333333333333,3.88888888888889,5,2
"112",41,"Feminino",1,"Preto",1,"Estácio de Sá",2,2,"Psicologia",8,1,1,1,2,4,4,5,2,5,2,4,3,1,5,3,3,5,1,5,4,4,3,1,4,3,3,3,1,4,3,3,3,1,5,3,2,3,1,5,2,4,5,1,5,1,1,1,1,0,1,1,0,0,1,0,1,1,0,1,1,0,1,2,1,4,5,2,1,5,1,1,4,1,5,5,5,1,2,3,4,4,2,2,5,4,5,1,1,1,1,1,1,1,1,0,1,0,0,5,1,3,3,4,4,1,5,3,2,4,3,1,5,5,1,2,5,1,4,4,1,5,3,4,4,5,2,4,1,5,4,2,1,4,1,4,2,4,4,3,1,1,1,1,2,2,2,1,2,2,3,1,1,2,2,2,2,3,3,4,10,4.75,3.375,1.125,3.75,3,3.95,12,9,6,5,4.25,1.33333333333333,4.16666666666667,3.11111111111111,5,3
"113",28,"Feminino",1,"Preto",2,"Estácio",2,1,"Psicologia",8.85,1,2,2,2,4,4,5,1,5,4,2,4,4,5,5,2,5,1,5,4,3,3,4,5,2,4,4,2,5,5,3,3,2,5,3,2,4,2,5,5,4,4,2,5,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,5,5,1,3,5,1,1,2,1,5,2,5,1,1,5,2,5,3,1,4,1,5,1,1,1,1,1,0,1,1,1,1,1,0,4,2,3,4,3,3,1,4,4,3,3,2,3,3,4,5,5,5,4,4,3,5,3,1,4,4,5,3,4,1,4,2,5,3,3,3,3,2,3,4,4,1,2,1,2,2,2,2,1,2,1,3,1,2,2,2,2,4,4,3,7,2,5,3,2.25,4,4,3.95,15,10,9,8,3.5,3,2.5,3.33333333333333,4.33333333333333,5
"114",18,"Masculino",1,"Indígena",1,"Estácio",2,1,"Psicologia",8,1,2,2,1,5,4,3,2,4,3,2,3,1,5,5,4,5,4,5,5,3,4,1,5,5,2,4,1,5,4,3,4,5,3,5,1,5,1,3,5,3,5,2,5,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,5,5,1,3,5,1,1,1,3,5,5,5,1,3,5,3,3,5,1,5,5,5,1,1,0,1,0,0,1,0,1,0,0,1,3,5,3,4,2,3,2,4,3,2,2,5,3,5,4,4,4,4,3,3,5,4,5,3,5,1,5,1,3,2,5,5,2,1,5,1,3,1,4,3,1,5,1,5,1,2,2,2,2,2,2,3,1,1,2,1,1,3,4,3,5,1,4.375,2.75,2.125,4.125,4.625,3.95,16,6,8,7,2,1.16666666666667,3.16666666666667,3.77777777777778,4,1
"115",18,"Feminino",1,"Pardo",2,"FPS",2,1,"Psicologia",7.5,1,1,1,1,5,4,3,2,5,5,4,4,5,4,4,4,4,3,5,5,4,4,4,5,4,3,3,4,5,5,1,4,3,5,5,4,5,3,5,5,3,4,4,5,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,4,5,2,2,4,1,2,1,2,4,5,4,2,3,5,3,4,4,2,4,4,5,1,1,1,1,1,1,1,1,1,1,1,0,2,4,2,4,2,4,3,5,3,5,3,5,3,1,4,5,3,5,3,3,2,4,2,4,5,2,4,3,4,2,4,3,3,4,4,4,3,2,4,5,5,5,2,2,1,2,1,1,2,2,1,1,2,1,2,1,2,2,3,3,2,10,4.875,3.375,3.5,3.875,4.75,3.875,16,11,3,4,2,4.33333333333333,3.33333333333333,3.44444444444444,4.66666666666667,1
"116",21,"Feminino",1,"Pardo",1,"Universidade Federal Rural de Pernambuco",1,3,"Licenciatura Plena em História",8.06,3,1,1,1,4,4,3,5,3,5,5,1,3,1,3,4,4,4,1,5,3,2,4,3,2,1,2,4,1,2,2,2,2,1,5,5,3,3,1,4,3,3,3,3,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,0,3,1,5,5,2,5,5,2,2,5,1,5,5,5,1,3,5,3,2,3,3,5,3,2,1,1,1,0,1,1,1,1,0,0,0,0,3,5,5,4,3,4,2,5,4,3,3,3,2,4,5,5,5,4,4,4,4,4,4,3,5,4,5,5,4,4,5,5,5,5,5,4,4,4,4,4,5,4,3,3,1,2,2,1,1,2,2,3,1,1,2,1,2,2,4,3,4,1,1.75,3.375,3.5,2.5,3.75,2.775,14,7,7,3,3,3,2.5,3.77777777777778,4.66666666666667,1
"117",18,"Masculino",1,"Preto",1,"FAST",2,1,"DIREITO",8.8,3,1,1,1,4,4,5,2,3,3,4,5,1,5,4,4,2,1,3,4,4,3,3,4,4,4,3,1,3,2,3,2,2,3,4,3,4,4,4,4,4,5,2,5,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,3,5,2,1,1,1,1,1,1,5,5,5,1,2,3,3,4,2,3,5,3,4,1,1,1,1,0,1,1,0,0,0,0,0,2,3,5,4,4,3,2,3,3,3,4,3,2,3,2,2,3,2,3,3,1,3,4,1,4,3,4,4,4,4,4,3,4,2,3,2,3,2,4,3,2,3,4,2,1,2,2,1,1,2,2,3,2,1,2,2,2,3,3,4,7,9,3.75,3.75,2,3.625,3.625,3.75,14,6,4,7,3.25,2.83333333333333,3.33333333333333,3.11111111111111,2.33333333333333,2
"118",32,"Feminino",1,"Preto",2,"Universidade Estácio de Sá",2,1,"Psicologia",9.5,1,4,2,2,4,4,5,2,3,4,3,5,3,5,5,4,5,2,5,5,4,5,3,5,2,3,4,2,5,5,4,4,2,5,3,4,5,2,5,2,4,5,3,5,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,5,5,2,3,4,2,2,3,1,5,5,5,1,1,5,2,2,3,5,3,4,5,1,1,1,1,1,0,1,1,1,0,1,1,4,1,3,5,3,5,3,5,4,2,3,2,2,1,4,4,2,4,3,4,1,4,1,4,5,4,4,3,3,2,5,2,5,4,5,4,3,4,5,1,5,1,3,1,1,2,2,1,2,2,1,3,2,1,2,2,2,2,4,3,5,1,4.75,3.75,2.375,4.75,3.75,4.125,16,10,6,5,3.5,4.16666666666667,3.5,3.66666666666667,4.33333333333333,2
"119",18,"Feminino",1,"Preto",2,"FPS",2,1,"Psicologia",8.5,1,3,2,1,5,5,5,3,5,5,5,3,1,5,5,5,3,4,5,5,5,1,1,4,5,5,4,1,5,2,5,4,1,5,5,5,5,3,5,5,5,5,5,5,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,4,5,1,5,5,1,4,2,1,5,5,5,1,1,5,3,5,3,1,5,1,5,1,1,1,0,1,1,1,0,0,1,0,0,5,1,4,5,3,5,1,5,5,2,4,1,5,5,5,5,4,5,4,4,3,1,4,5,5,5,5,5,3,1,5,4,4,1,3,2,5,4,5,4,5,1,3,1,1,2,2,2,1,2,2,3,1,1,2,2,2,3,3,3,2,1,4.875,5,2.375,3.75,4.625,4.375,15,7,9,7,4,1.83333333333333,3.5,3.88888888888889,5,3
"120",20,"Feminino",1,"Preto",2,"UPE",1,1,"Administração",9,1,1,1,1,4,3,4,2,3,4,2,4,4,4,3,3,4,3,4,5,2,4,5,4,3,3,3,3,4,2,5,4,5,4,3,3,5,4,4,4,2,4,5,5,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,2,1,4,5,1,2,4,1,2,1,1,5,5,5,1,1,4,4,5,2,3,3,4,5,1,1,1,1,1,1,1,1,1,1,0,1,3,2,3,5,1,5,4,5,3,3,3,5,4,2,4,5,1,5,3,4,1,3,1,3,4,2,4,2,3,1,5,4,3,5,4,4,2,2,3,4,5,4,3,3,2,2,2,2,1,2,1,3,2,1,2,2,2,4,4,3,2,2,4,2.875,3.875,4,3.5,3.3,17,11,5,6,1.875,4.33333333333333,4.16666666666667,3.33333333333333,4.66666666666667,4
"121",18,"Feminino",1,"Preto",2,"FPS",2,1,"Psicologia",8.5,1,3,2,1,5,5,5,3,5,5,5,3,1,5,5,5,3,4,5,5,5,1,1,4,5,5,4,1,5,2,5,4,1,5,5,5,5,3,5,5,5,5,5,5,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,4,5,1,5,5,1,4,2,1,5,5,5,1,1,5,3,5,3,1,5,1,5,1,1,1,0,1,1,1,0,0,1,0,0,5,1,4,5,3,5,1,5,5,2,4,1,5,5,5,5,4,5,4,4,3,1,4,5,5,5,5,5,3,1,5,4,4,1,3,2,5,4,5,4,5,1,3,1,1,2,2,2,1,2,2,3,1,1,2,2,2,3,3,3,2,1,4.875,5,2.375,3.75,4.625,4.375,15,7,9,7,4,1.83333333333333,3.5,3.88888888888889,5,3
"122",31,"Feminino",1,"Preto",1,"Estácio Recife",1,5,"Psicologia",7.5,3,2,1,1,5,5,5,4,5,4,4,3,4,4,5,5,4,4,5,5,2,3,5,4,4,2,3,5,4,4,3,2,4,5,5,4,3,4,5,5,5,4,5,4,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,5,5,3,1,1,1,1,5,1,5,5,5,1,1,5,1,5,1,1,1,5,5,1,1,1,1,1,1,1,0,1,0,1,1,4,5,2,4,5,5,1,5,2,1,3,3,4,5,4,2,4,5,4,4,4,5,4,4,5,5,5,2,4,3,4,4,2,2,5,1,4,4,4,5,4,2,3,1,1,2,1,1,1,2,2,3,1,1,2,1,1,2,3,2,7,1,4.5,3.75,4.375,3.375,4.625,3.575,16,10,7,9,4.125,1.5,2.66666666666667,3.22222222222222,4.66666666666667,0
